,id,purpose,go_with,weather,time,viettel_no_0,viettel_no_1,viettel_no_2,score,direction
149,18888,travel,alone,sunny,evening,1,0,0,0,1
150,2485,work,alone,sunny,morning,1,1,1,0,0
151,8264,work,alone,sunny,morning,1,0,0,0,0
152,7467,travel,family,sunny,morning,1,0,0,71,0
153,15555,travel,family,sunny,morning,1,1,0,0,0
154,17837,travel,friends,sunny,morning,1,1,0,35,0
155,1064,travel,friends,sunny,afternoon,1,1,0,0,0
156,17132,travel,friends,sunny,afternoon,1,1,0,27,0
157,4461,travel,alone,sunny,afternoon,1,0,0,16,0
158,10434,travel,friends,sunny,morning,1,1,0,0,0
159,11410,travel,friends,sunny,afternoon,1,1,0,0,0
160,1586,travel,friends,sunny,afternoon,1,1,0,0,0
161,11016,travel,friends,sunny,afternoon,1,1,0,0,0
162,19876,travel,family,sunny,morning,1,1,0,0,0
163,16749,work,alone,sunny,morning,1,1,1,9,0
164,19378,travel,friends,sunny,evening,1,1,0,0,0
165,12226,travel,friends,sunny,afternoon,1,1,0,9,0
166,4112,travel,family,sunny,afternoon,1,0,0,0,0
167,17670,travel,alone,sunny,afternoon,1,0,0,0,0
168,13970,travel,friends,sunny,morning,1,1,0,0,0
169,5472,travel,friends,sunny,morning,1,1,0,0,0
170,2074,travel,friends,sunny,evening,1,1,0,0,0
171,8553,travel,friends,sunny,afternoon,1,1,0,0,0
172,12014,travel,family,sunny,morning,1,0,0,0,0
173,16930,travel,alone,sunny,morning,1,0,0,0,0
174,17031,travel,friends,sunny,evening,1,1,0,8,0
175,17678,work,alone,sunny,morning,1,1,0,0,0
176,1729,work,alone,sunny,morning,1,0,0,5,0
177,17789,travel,friends,sunny,evening,1,0,0,7,0
178,15305,travel,friends,sunny,afternoon,1,1,0,9,0
179,6718,work,alone,sunny,morning,1,1,1,0,0
180,7070,work,alone,sunny,morning,1,0,0,0,1
181,2678,work,alone,sunny,morning,1,0,0,0,0
182,9926,travel,alone,sunny,afternoon,1,0,0,26,0
183,1152,travel,friends,sunny,afternoon,1,1,0,18,0
184,2862,travel,family,sunny,morning,1,0,0,0,0
185,5907,travel,alone,sunny,afternoon,1,0,0,14,0
186,8862,travel,friends,sunny,morning,1,0,0,13,0
187,7710,travel,family,sunny,morning,1,0,0,12,0
188,13706,travel,alone,sunny,afternoon,1,0,0,12,1
189,18206,work,alone,sunny,morning,1,1,1,0,0
190,9865,travel,friends,sunny,evening,1,1,0,5,0
191,7194,travel,family,sunny,morning,1,1,0,0,0
192,13168,travel,family,sunny,morning,1,0,0,0,0
193,9785,travel,friends,sunny,afternoon,1,1,0,7,0
194,8934,travel,friends,sunny,afternoon,1,1,0,8,0
195,6528,travel,family,sunny,afternoon,1,0,0,10,0
196,9770,travel,alone,sunny,afternoon,1,0,0,0,1
197,8311,work,alone,sunny,morning,1,0,0,0,0
198,7264,travel,friends,sunny,morning,1,0,0,0,0
199,8305,travel,family,sunny,morning,1,1,0,0,0
200,16012,travel,family,sunny,afternoon,1,0,0,0,0
201,6235,travel,family,sunny,evening,1,1,0,0,0
202,16095,travel,alone,sunny,evening,1,1,0,0,0
203,9340,work,alone,sunny,morning,1,0,0,0,0
204,12134,travel,family,sunny,afternoon,1,0,0,0,0
205,2193,travel,family,sunny,evening,1,1,0,0,0
206,1756,travel,friends,sunny,afternoon,1,1,0,0,0
207,3676,travel,friends,sunny,afternoon,1,1,0,0,0
208,1533,travel,alone,sunny,morning,1,0,0,5,0
209,14473,work,alone,sunny,morning,1,1,0,0,0
210,8324,work,alone,sunny,morning,1,0,0,0,0
211,7341,travel,friends,sunny,morning,1,1,0,0,0
212,1604,travel,family,sunny,morning,1,1,0,0,0
213,7100,travel,family,sunny,afternoon,1,0,0,0,0
214,4166,work,alone,sunny,morning,1,1,1,0,0
215,10150,work,alone,sunny,morning,1,1,0,0,0
216,11348,travel,friends,sunny,morning,1,1,0,1,0
217,14785,travel,family,sunny,afternoon,1,0,0,0,0
218,16551,work,alone,sunny,morning,1,0,0,12,1
219,1297,travel,friends,sunny,evening,1,1,0,0,0
220,19400,travel,alone,sunny,evening,1,1,0,2,0
221,19934,work,alone,sunny,morning,1,0,0,3,0
222,10678,travel,family,sunny,morning,1,1,0,35,0
223,19203,travel,alone,sunny,evening,1,0,0,0,1
224,12404,work,alone,sunny,morning,1,0,0,0,1
225,3752,travel,friends,sunny,afternoon,1,1,0,3,0
226,1767,travel,alone,sunny,evening,1,0,0,0,1
227,8863,work,alone,sunny,morning,1,0,0,30,1
228,7803,travel,alone,sunny,evening,1,0,0,0,1
229,10109,work,alone,sunny,morning,1,1,1,0,0
230,1745,work,alone,sunny,morning,1,0,0,0,1
231,19183,travel,friends,sunny,afternoon,1,1,0,0,0
232,11321,travel,alone,sunny,evening,1,1,1,12,0
233,3944,travel,family,sunny,afternoon,1,0,0,0,0
234,16676,travel,alone,sunny,evening,1,0,0,0,1
235,15348,travel,family,sunny,evening,1,0,0,0,0
236,14642,work,alone,sunny,morning,1,1,1,10,0
237,9539,travel,alone,sunny,afternoon,1,1,0,5,0
238,10207,travel,friends,sunny,afternoon,1,1,0,38,0
239,19332,work,alone,sunny,morning,1,0,0,43,1
240,18137,travel,friends,sunny,morning,1,1,0,0,0
241,5999,travel,friends,sunny,afternoon,1,0,0,0,0
242,7513,travel,friends,sunny,morning,1,1,0,12,0
243,3119,travel,friends,sunny,evening,1,1,0,0,0
244,13203,travel,family,sunny,morning,1,1,0,13,0
245,1298,travel,family,sunny,afternoon,1,0,0,0,0
246,1555,work,alone,sunny,morning,1,1,1,0,0
247,3851,travel,family,sunny,morning,1,0,0,8,0
248,3297,travel,friends,sunny,evening,1,1,0,10,0
249,13662,travel,alone,sunny,afternoon,1,0,0,0,0
250,14054,work,alone,sunny,morning,1,1,1,0,0
251,14020,travel,friends,sunny,morning,1,1,0,0,0
252,5346,travel,friends,sunny,morning,1,1,0,0,0
253,2946,travel,friends,sunny,afternoon,1,0,0,8,0
254,1476,travel,alone,sunny,afternoon,1,1,0,13,0
255,15599,travel,alone,sunny,afternoon,1,0,0,0,1
256,17972,work,alone,sunny,morning,1,0,0,0,1
257,18032,travel,friends,sunny,morning,1,1,0,0,0
258,17785,travel,family,sunny,afternoon,1,0,0,0,0
259,15859,travel,family,sunny,evening,1,1,0,0,0
260,18606,travel,alone,sunny,morning,1,0,0,0,0
261,3422,travel,friends,sunny,afternoon,1,1,0,0,0
262,9234,travel,family,sunny,morning,1,0,0,15,0
263,8570,travel,alone,sunny,night,1,0,0,0,1
264,16616,travel,alone,sunny,night,1,0,0,12,1
265,8118,travel,friends,sunny,evening,1,1,0,0,0
266,13858,travel,family,sunny,morning,1,1,0,0,0
267,12922,travel,alone,sunny,evening,1,0,0,0,1
268,2445,work,alone,sunny,morning,1,1,1,0,0
269,2169,travel,family,sunny,evening,1,0,0,0,0
270,6141,travel,family,sunny,morning,1,0,0,0,0
271,1143,travel,friends,sunny,afternoon,1,0,0,0,0
272,8276,travel,alone,sunny,morning,1,1,0,11,0
273,10283,travel,friends,sunny,morning,1,1,0,0,0
274,19622,work,alone,sunny,morning,1,1,1,0,0
275,18844,work,alone,sunny,morning,1,1,1,0,0
276,8715,work,alone,sunny,morning,1,1,1,2,0
277,10513,work,alone,sunny,morning,1,0,0,0,1
278,14834,travel,friends,sunny,evening,1,1,0,3,0
279,15778,travel,alone,sunny,afternoon,1,0,0,4,1
280,2941,work,alone,sunny,morning,1,0,0,0,1
281,15095,work,alone,sunny,morning,1,1,1,4,0
282,12964,travel,alone,sunny,evening,1,0,0,0,1
283,8812,travel,alone,sunny,afternoon,1,0,0,18,1
284,14806,travel,alone,sunny,night,1,0,0,12,1
285,10738,travel,alone,sunny,night,1,0,0,0,1
286,7504,travel,friends,sunny,afternoon,1,0,0,21,0
287,12608,travel,alone,sunny,night,1,1,0,0,1
288,13574,travel,alone,sunny,night,1,0,0,0,1
289,3187,work,alone,sunny,morning,1,1,0,26,0
290,2639,travel,friends,sunny,morning,1,0,0,0,0
291,5548,travel,alone,sunny,afternoon,1,1,0,14,0
292,7286,travel,alone,sunny,evening,1,0,0,13,1
293,4288,work,alone,sunny,morning,1,1,0,0,1
294,17862,travel,alone,sunny,night,1,0,0,20,1
295,3591,travel,alone,sunny,night,1,0,0,0,1
296,9563,travel,friends,sunny,evening,1,1,0,23,0
297,11970,travel,alone,sunny,evening,1,0,0,0,1
298,3605,work,alone,sunny,morning,1,1,0,24,1
299,19477,work,alone,sunny,morning,1,0,0,0,1
300,5918,travel,friends,sunny,afternoon,1,0,0,0,0
301,6177,travel,alone,sunny,evening,1,1,0,0,0
302,13397,travel,alone,sunny,evening,1,0,0,10,1
303,9045,work,alone,sunny,morning,1,0,0,0,1
304,15769,work,alone,sunny,morning,1,1,1,0,0
305,14957,work,alone,sunny,morning,1,0,0,0,1
306,18762,travel,friends,sunny,morning,1,1,0,11,0
307,2175,travel,friends,sunny,evening,1,1,0,0,0
308,8895,travel,alone,sunny,night,1,1,1,0,0
309,9328,travel,alone,sunny,evening,1,0,0,0,1
310,1300,travel,alone,sunny,evening,1,0,0,18,1
311,10171,work,alone,sunny,morning,1,1,1,0,0
312,1276,work,alone,sunny,morning,1,1,0,15,0
313,2340,travel,friends,sunny,morning,1,1,0,0,0
314,13501,travel,family,sunny,morning,1,1,0,0,0
315,17545,travel,family,sunny,afternoon,1,0,0,13,0
316,9718,travel,family,sunny,evening,1,0,0,0,0
317,8055,travel,alone,sunny,afternoon,1,0,0,0,1
318,6555,work,alone,sunny,morning,1,1,1,16,0
319,9794,travel,alone,sunny,night,1,0,0,6,1
320,5013,work,alone,sunny,morning,1,1,0,0,1
321,17394,work,alone,sunny,morning,1,0,0,0,1
322,2970,travel,friends,sunny,morning,1,1,0,0,0
323,17481,travel,family,sunny,evening,1,0,0,23,0
324,5432,travel,friends,sunny,afternoon,1,1,0,0,0
325,10972,travel,alone,sunny,afternoon,1,0,0,0,1
326,11958,travel,alone,sunny,night,1,1,1,17,0
327,16777,travel,alone,sunny,evening,1,0,0,0,1
328,5130,work,alone,sunny,morning,1,0,0,0,1
329,17948,travel,friends,sunny,afternoon,1,1,0,0,0
330,4494,travel,friends,sunny,evening,1,1,0,0,0
331,16362,travel,friends,sunny,afternoon,1,0,0,0,0
332,4715,travel,alone,sunny,night,1,1,1,0,0
333,9519,travel,alone,sunny,afternoon,1,1,1,0,0
334,16610,work,alone,sunny,morning,1,0,0,9,1
335,15580,travel,friends,sunny,afternoon,1,1,0,27,0
336,7143,travel,family,sunny,afternoon,1,1,0,0,0
337,2725,travel,alone,sunny,evening,1,1,0,0,1
338,12348,work,alone,sunny,morning,1,1,1,0,0
339,17946,travel,alone,sunny,evening,1,0,0,18,0
340,16133,travel,friends,sunny,night,1,0,0,0,0
341,7280,work,alone,sunny,morning,1,1,1,0,0
342,11003,travel,family,rainy,evening,1,1,0,0,0
343,3568,travel,family,sunny,afternoon,1,1,1,1,0
344,4446,work,alone,sunny,morning,1,1,1,0,0
345,12886,work,alone,sunny,morning,1,1,0,0,1
346,15768,work,alone,sunny,morning,1,0,0,1,0
347,9619,travel,friends,sunny,night,1,0,0,0,0
348,11539,travel,alone,sunny,afternoon,1,1,0,0,0
349,15821,travel,family,rainy,afternoon,1,1,0,0,0
350,13884,travel,alone,sunny,morning,1,1,0,0,0
351,18591,travel,friends,snowy,morning,1,1,0,26,0
352,15389,travel,alone,sunny,afternoon,1,0,0,0,1
353,9412,travel,family,sunny,evening,1,1,0,0,0
354,6254,travel,family,sunny,morning,1,1,0,0,0
355,8421,travel,alone,sunny,evening,1,1,0,0,1
356,3069,work,alone,sunny,morning,1,0,0,17,1
357,11323,travel,alone,sunny,evening,1,1,0,0,1
358,17672,travel,alone,snowy,night,1,0,0,0,0
359,16167,work,alone,rainy,morning,1,1,1,6,0
360,13817,travel,friends,sunny,evening,1,0,0,46,0
361,16077,travel,alone,sunny,morning,1,0,0,0,0
362,3335,work,alone,snowy,morning,1,1,1,0,0
363,2804,travel,family,rainy,evening,1,1,0,0,0
364,18736,travel,family,sunny,afternoon,1,1,0,0,0
365,17884,travel,friends,sunny,afternoon,1,1,0,0,0
366,9287,travel,friends,sunny,morning,1,0,0,0,0
367,13487,travel,friends,rainy,evening,1,1,0,0,0
368,1460,travel,friends,sunny,afternoon,1,0,0,0,0
369,6662,work,alone,sunny,morning,1,0,0,0,1
370,12354,travel,family,rainy,evening,1,1,0,1,0
371,7033,travel,friends,sunny,afternoon,1,1,0,0,0
372,19268,work,alone,snowy,morning,1,1,1,1,0
373,17239,travel,friends,sunny,afternoon,1,1,0,0,0
374,8988,travel,friends,sunny,evening,1,0,0,0,0
375,15763,travel,alone,sunny,morning,1,1,0,0,0
376,17430,travel,friends,sunny,evening,1,1,0,0,0
377,6999,travel,alone,snowy,evening,1,1,0,0,0
378,5996,travel,alone,snowy,night,1,0,0,17,0
379,19961,travel,family,snowy,evening,1,1,0,0,0
380,10916,travel,friends,sunny,evening,1,0,0,0,0
381,3352,travel,family,sunny,afternoon,1,0,0,13,0
382,14056,work,alone,snowy,morning,1,1,1,13,0
383,8026,travel,alone,sunny,morning,1,1,0,34,0
384,14061,work,alone,rainy,morning,1,1,1,0,0
385,9709,travel,alone,sunny,morning,1,1,0,0,0
386,14964,travel,alone,sunny,afternoon,1,0,0,28,0
387,2939,travel,friends,snowy,morning,1,1,0,0,0
388,1425,travel,family,sunny,evening,1,1,0,29,0
389,12792,travel,alone,snowy,evening,1,1,0,0,0
390,10062,travel,family,sunny,afternoon,1,0,0,0,1
391,11356,travel,friends,sunny,evening,1,0,0,10,0
392,17418,work,alone,rainy,morning,1,1,1,0,0
393,8106,work,alone,rainy,morning,1,1,1,14,0
394,14677,travel,friends,rainy,night,1,1,0,36,0
395,14720,travel,alone,rainy,evening,1,0,0,34,1
396,9066,travel,alone,snowy,night,1,0,0,0,0
397,14181,travel,family,sunny,evening,1,1,0,0,0
398,2312,work,alone,snowy,morning,1,1,1,0,0
399,1270,work,alone,sunny,morning,1,0,0,5,1
400,13982,travel,family,snowy,afternoon,1,1,0,0,0
401,12545,travel,alone,sunny,morning,1,1,0,0,0
402,3498,travel,alone,sunny,evening,1,1,0,1,1
403,14959,travel,friends,snowy,evening,1,1,0,0,0
404,3579,travel,family,sunny,night,1,1,0,2,0
405,12304,travel,family,rainy,afternoon,1,1,0,4,0
406,19673,travel,friends,sunny,afternoon,1,0,0,0,0
407,5615,travel,friends,sunny,night,1,0,0,0,0
408,5218,travel,friends,snowy,night,1,1,0,0,0
409,9497,travel,family,sunny,morning,1,1,0,0,0
410,4986,travel,family,rainy,morning,1,0,0,0,0
411,17395,travel,alone,sunny,evening,1,1,0,0,1
412,4023,travel,alone,sunny,evening,1,0,0,0,1
413,10537,travel,family,rainy,evening,1,1,0,0,0
414,15269,travel,friends,sunny,morning,1,1,0,10,0
415,4599,travel,family,sunny,afternoon,1,0,0,0,0
416,5592,work,alone,snowy,morning,1,1,1,0,0
417,6155,travel,family,rainy,afternoon,1,1,0,23,0
418,18735,travel,friends,rainy,evening,1,1,0,24,0
419,17399,travel,family,rainy,afternoon,1,1,0,27,0
420,8384,travel,alone,sunny,morning,1,1,0,0,0
421,8968,travel,friends,sunny,night,1,0,0,0,0
422,19718,travel,friends,snowy,night,1,1,0,0,0
423,6229,travel,friends,sunny,morning,1,0,0,0,0
424,5499,travel,friends,sunny,morning,1,1,0,0,0
425,16071,travel,friends,snowy,evening,1,1,0,0,0
426,6910,work,alone,snowy,morning,1,1,1,0,0
427,18859,travel,alone,sunny,afternoon,1,1,0,0,1
428,18155,travel,family,sunny,afternoon,1,0,0,0,0
429,1326,travel,family,sunny,afternoon,1,1,0,0,0
430,8078,travel,alone,sunny,afternoon,1,0,0,32,1
431,2918,work,alone,snowy,morning,1,1,1,37,0
432,10817,travel,family,sunny,morning,1,1,0,24,0
433,19411,travel,family,rainy,morning,1,0,0,21,0
434,11524,travel,family,sunny,evening,1,1,0,0,0
435,6432,work,alone,snowy,morning,1,1,1,0,0
436,2937,travel,family,sunny,evening,1,0,0,0,1
437,14873,travel,family,rainy,evening,1,0,0,0,1
438,16560,work,alone,sunny,morning,1,0,0,19,1
439,2436,travel,friends,sunny,evening,1,1,0,14,0
440,15849,travel,alone,rainy,morning,1,1,0,0,0
441,6475,travel,family,sunny,night,1,1,0,0,0
442,4361,work,alone,snowy,morning,1,1,0,12,1
443,16332,travel,alone,sunny,morning,1,1,0,6,0
444,18998,travel,friends,sunny,evening,1,1,0,0,0
445,19775,travel,family,sunny,afternoon,1,0,0,0,0
446,17264,travel,family,sunny,night,1,1,0,0,0
447,19320,travel,alone,sunny,evening,1,0,0,7,0
448,18639,travel,alone,sunny,afternoon,1,0,0,4,1
449,1321,travel,family,sunny,evening,1,1,0,0,0
450,9120,travel,alone,sunny,evening,1,0,0,0,0
451,19101,travel,alone,sunny,evening,1,0,0,0,0
452,4532,travel,alone,sunny,morning,1,1,0,0,0
453,2381,travel,friends,sunny,evening,1,1,0,0,0
454,5269,travel,friends,sunny,morning,1,1,0,0,0
455,6102,travel,friends,sunny,evening,1,1,0,0,0
456,5923,travel,friends,rainy,evening,1,1,0,0,0
457,14604,travel,alone,rainy,morning,1,1,0,0,0
458,17913,travel,alone,sunny,afternoon,1,0,0,0,0
459,2834,travel,alone,sunny,evening,1,0,0,25,1
460,13220,travel,alone,sunny,evening,1,1,0,0,0
461,16212,work,alone,snowy,morning,1,1,0,22,1
462,18181,work,alone,sunny,morning,1,0,0,0,1
463,5919,travel,alone,rainy,afternoon,1,1,1,0,0
464,7778,work,alone,rainy,morning,1,1,1,13,0
465,18680,travel,alone,sunny,morning,1,1,0,0,0
466,5076,travel,alone,sunny,evening,1,0,0,0,0
467,13554,travel,alone,sunny,evening,1,0,0,0,1
468,15809,work,alone,sunny,morning,1,0,0,0,1
469,5487,travel,alone,sunny,morning,1,1,0,0,0
470,4221,travel,friends,sunny,evening,1,1,0,0,0
471,11102,travel,alone,sunny,morning,1,1,0,0,0
472,11316,travel,alone,sunny,evening,1,0,0,4,0
473,11201,travel,alone,sunny,afternoon,1,0,0,0,1
474,2093,work,alone,sunny,morning,1,0,0,3,0
475,11030,travel,friends,sunny,night,1,1,0,0,0
476,10856,travel,alone,sunny,evening,1,0,0,3,0
477,7945,work,alone,sunny,morning,1,1,0,5,1
478,14275,work,alone,sunny,morning,1,0,0,0,1
479,19879,travel,alone,rainy,morning,1,1,0,9,0
480,7154,travel,alone,sunny,morning,1,1,0,0,0
481,1574,travel,friends,sunny,evening,1,1,0,0,0
482,1834,travel,family,sunny,evening,1,1,0,0,1
483,19806,travel,family,sunny,evening,1,1,0,0,0
484,2665,travel,family,sunny,afternoon,1,1,0,0,0
485,2928,travel,alone,rainy,afternoon,1,1,1,0,0
486,5742,work,alone,sunny,morning,1,0,0,0,1
487,14184,travel,alone,rainy,afternoon,1,1,1,0,0
488,10946,travel,alone,sunny,evening,1,1,0,0,0
489,5664,work,alone,rainy,morning,1,1,0,10,1
490,1090,travel,family,sunny,afternoon,1,0,0,22,0
491,6078,travel,friends,sunny,night,1,1,0,0,0
492,16928,travel,alone,rainy,morning,1,1,0,0,0
493,18564,travel,alone,sunny,evening,1,0,0,0,0
494,18229,work,alone,sunny,morning,1,0,0,0,1
